year,income,Subregion,avg_gov_share,avg_voluntary_prepaid_share,avg_oop_share,avg_other_private_share,avg_external_share
2009,Low,Southern Africa,21.60325909,2.337527154999995,9.73668622999995,2.6652609062671218,63.65726661499995
2009,Low,Western Africa,18.193438291249976,2.094971268571427,48.61586308499999,2.0268987709712825,28.804590344999987
2009,Lower-middle,Eastern Africa,29.229993822499946,2.1049345949999974,44.19404792499995,2.1470636808536456,22.323959947499997
2009,Lower-middle,Middle Africa,23.095404306666634,0.600746063333333,51.51287969333327,2.938322365283961,21.852647463333298
2009,Lower-middle,Northern Africa,37.743235589999976,1.4161224824999976,55.05540084749995,3.404501914978021,2.3807391225
2009,Lower-middle,Southern Africa,51.403022764999974,5.0096456,15.08563876,5.463540395100907,25.65644842249995
2009,Lower-middle,Western Africa,32.61805234714284,3.0043801539999997,50.22996221428569,3.1670186787843617,11.995524132857128
2009,Upper-middle,Eastern Africa,69.47577667,,29.79195404,,0.42943376
2009,Upper-middle,Middle Africa,40.899206164999995,3.63636735,51.42791557499995,0.6418830454349516,3.394627869999995
2009,Upper-middle,Northern Africa,69.83843231,0.90609759,29.275069234999997,0.708828270435333,0.07903622999999996
2009,Upper-middle,Southern Africa,45.66756725249995,23.7941822825,19.916197182499968,1.874737769365308,8.747315527499971
2010,Low,Eastern Africa,21.02584075999997,1.8680901033333317,34.40208720999997,4.129590560992555,39.43120316142853
2010,Low,Middle Africa,18.57488441499995,2.3098827,63.55240440499995,1.1349186301231364,14.42790985
2010,Low,Northern Africa,32.54711533,0.75153196,61.3134460399999,2.37021684646606,3.01768994
2010,Low,Southern Africa,22.754528999999998,2.84251231,9.019921065,2.399999914359795e-07,65.38303947499995
2010,Low,Western Africa,19.096759317499963,1.88960012428571,46.23674535749995,1.9411213397979716,30.608132184999963
2010,Lower-middle,Eastern Africa,29.889680147499977,2.2093003524999997,42.2488937375,2.1797708435782934,23.472354890000002
2010,Lower-middle,Middle Africa,30.860644339999933,0.49604150666666663,47.95724041999997,2.5891496737798,18.096924146666634
2010,Lower-middle,Northern Africa,37.140930652499975,1.34755008,55.74568843749993,3.7131752073764726,2.05265554
2010,Lower-middle,Southern Africa,45.82240371599996,6.5992616275,20.38477497199996,4.572507381439195,24.85540647399996
2010,Lower-middle,Western Africa,29.931766238571385,2.9757095819999995,51.01459284999994,3.37939414978027,13.90578276571427
2010,Upper-middle,Eastern Africa,70.56751251,,22.1536598199999,,2.30605983999999
2010,Upper-middle,Middle Africa,50.382490159999904,4.546745764999999,41.78370571,0.85638782382011,2.43067056
2010,Upper-middle,Northern Africa,69.71014403999996,0.86715692,29.4280395499999,0.740065813064575,0.05820375
2010,Upper-middle,Southern Africa,49.74768257,22.73598892749995,18.450068592499996,2.1455298513174044,6.920730054999973
2011,Low,Eastern Africa,21.00872176142853,2.095012156666665,31.2986736285714,4.252722660700477,42.251688821428516
2011,Low,Middle Africa,16.195836545,2.335332185,59.6770572699999,0.9755012691020926,20.81627273499995
2011,Low,Northern Africa,22.84302902,0.66433865,65.9313507099999,2.64032077789306,7.9209609
2011,Low,Southern Africa,23.580356600000002,3.297770795,7.840590955,1.610000026630585e-06,65.28128051499999
2011,Low,Western Africa,19.116728185,1.8606169385714255,44.79461145249997,2.2020222970417547,32.00712299124997
2011,Lower-middle,Eastern Africa,34.463522912499975,2.646041422499997,36.79833841249997,1.8873150198373003,24.204782247499974
2011,Lower-middle,Middle Africa,30.905242599999934,0.36446744999999964,44.844718296666635,2.113544940948483,21.772026696666668
2011,Lower-middle,Northern Africa,38.563162802499974,1.2482165849999975,53.67355155999995,4.527450770139678,1.987618384999995
2011,Lower-middle,Southern Africa,45.643632887999956,7.8122775499999495,19.338648416,4.3496252298355085,25.288196515999935
2011,Lower-middle,Western Africa,30.449837277142827,2.904976869999998,49.72725649999999,3.397448159754263,14.805999755714284
2011,Upper-middle,Eastern Africa,69.19358063,,23.17224884,,7.57723044999999
2011,Upper-middle,Middle Africa,50.19101334,3.59221667,42.228335380000004,1.5315799117088296,2.4568547
2011,Upper-middle,Northern Africa,66.95567702999995,0.765223029999999,32.27087593,0.724178493022918,0.02874627499999995
2011,Upper-middle,Southern Africa,50.39017295749998,22.055183962499974,18.6808704125,2.441928356885909,6.431844294999999
2012,Low,Eastern Africa,24.322573254285697,1.9113835666666652,33.939565112857125,4.246837695439653,36.45938600857137
2012,Low,Middle Africa,20.221066954999948,2.2139771,58.754606245000005,0.9023668766021711,17.907982829999902
2012,Low,Northern Africa,26.2535037999999,0.887573959999999,65.4546890299999,3.11429238319396,4.28994082999999
2012,Low,Southern Africa,19.95905017999995,2.358208415,7.898227695,5.197095988622958,64.587417605
2012,Low,Western Africa,18.909523248749974,1.9303278742857113,48.106608391249964,1.7377928836005043,29.203533052499974
2012,Lower-middle,Eastern Africa,32.122856139999996,3.0531032524999997,36.80212926749995,1.6143283396959265,26.407582994999974
2012,Lower-middle,Middle Africa,30.588190713333265,2.2229265433333336,38.12621498,2.0449347893396985,27.01773293999993
2012,Lower-middle,Northern Africa,38.476768969999924,1.9464545399999975,52.5090293875,5.390741854906062,1.6770053374999998
2012,Lower-middle,Southern Africa,46.449861145999975,8.701111882499948,18.52354068599996,4.667752385139439,24.33150672799998
2012,Lower-middle,Western Africa,30.118824821428557,2.9742104071428557,49.11320985999996,2.7046470556940294,15.089107785714257
2012,Upper-middle,Eastern Africa,76.0003967299999,,18.86534882,,1.77086198
2012,Upper-middle,Middle Africa,52.274414065,4.675457924999995,40.67761325999995,0.9570858180522905,1.4154289499999944
2012,Upper-middle,Northern Africa,72.620601655,0.67869407,26.660544395000002,0.61723119020462,0.07089000000000001
2012,Upper-middle,Southern Africa,51.9473152175,21.8933618525,18.3704420325,2.6357918977737396,5.153088985
2013,Low,Eastern Africa,20.274274288749986,1.8928016528571427,35.01592385624995,3.8166303123746568,39.71404886374999
2013,Low,Middle Africa,24.4470844299999,2.21817061,51.938146595,0.8438833057880355,20.552715064999997
2013,Low,Northern Africa,16.53942871,0.72228569,74.83428192,2.8937177658081,5.01028584999999
2013,Low,Southern Africa,21.406394955000003,1.4835122849999949,7.361503119999995,6.34124875068664,63.40734100499999
2013,Low,Western Africa,18.320510267499987,1.8825200171428542,46.3616247175,2.041159791589229,31.41486680499999
2013,Lower-middle,Eastern Africa,33.503044367499974,3.0800520024999996,37.072149752499996,1.1452702470123741,25.199483632499977
2013,Lower-middle,Middle Africa,31.645765619999967,2.4350590599999964,38.20515314666663,2.0621334910392712,25.6518886866666
2013,Lower-middle,Northern Africa,40.221849919999975,2.364123865,49.71872711249995,5.316697865724548,2.3786013274999998
2013,Lower-middle,Southern Africa,43.87588768199998,8.933050977499999,17.455618475999977,4.6241688728332475,27.82271776199994
2013,Lower-middle,Western Africa,28.510890008571412,2.1525629842857117,49.99089240999998,3.6293765657714325,15.716278075714284
2013,Upper-middle,Eastern Africa,76.47386169,0.09236693,19.06869125,1.20970654487609,3.15537356999999
2013,Upper-middle,Middle Africa,49.676897049999994,3.212296575,45.90638828499995,0.73977106809616,0.464647025
2013,Upper-middle,Northern Africa,71.38064194,0.72481269,27.91296386999995,0.612782537937164,0.0375966799999999
2013,Upper-middle,Southern Africa,52.12099170499995,21.13057923499995,18.36461656999997,2.6881925463676444,5.6956198825
2014,Low,Eastern Africa,21.898684651249987,2.1119486099999984,34.890129804999965,5.529176950454703,36.52520084499996
2014,Low,Middle Africa,22.05612706999995,2.0722406199999948,51.09231758,0.8236605823039981,23.955654145
2014,Low,Northern Africa,25.27283669,0.85548669,67.03178406,3.14610886573791,3.69378376
2014,Low,Southern Africa,25.111717225,1.6517687449999945,9.303673744999944,5.43031680583953,58.50252342
2014,Low,Western Africa,20.024131534999963,2.300912725714284,42.70142292999998,3.5359968968800084,31.84815489999996
2014,Lower-middle,Eastern Africa,34.339462517499975,3.165593997499997,35.844229697499976,1.3195279673091131,25.3311858175
2014,Lower-middle,Middle Africa,32.30339559,2.059008143333333,38.404269219999996,2.2067627906799268,25.02656427666666
2014,Lower-middle,Northern Africa,40.63190412499998,3.239798085,47.4758005125,5.467668890953045,3.184828465
2014,Lower-middle,Southern Africa,46.62024764999996,9.220135434999975,18.05367374599998,4.85655045509338,24.064730071999982
2014,Lower-middle,Western Africa,26.445950779999958,2.0682764528571425,49.853741508571396,4.702714528356266,16.929316794285686
2014,Upper-middle,Eastern Africa,71.77159119,,27.4764843,,0.467720989999999
2014,Upper-middle,Middle Africa,47.364410405,5.2422546,46.02562236999995,0.7583421468734735,0.6093704799999995
2014,Upper-middle,Northern Africa,68.182674405,0.69941652,31.094786645,0.564827919006347,0.090414955
2014,Upper-middle,Southern Africa,56.9923563,19.520404039999974,17.14955211,2.296528086066246,4.04115946
2015,Low,Eastern Africa,23.334616243749963,1.6734975328571429,32.82882475874996,5.787458939533969,37.30822229249999
2015,Low,Middle Africa,15.159542559999995,2.045247659999995,52.75046157999995,0.8115738779306375,29.233174325
2015,Low,Northern Africa,14.1944427499999,1.04808891,79.40106964,3.33593082427978,2.02046776
2015,Low,Southern Africa,27.840067864999952,1.822447315,11.12169122499995,5.1234073638916,54.092386245
2015,Low,Western Africa,17.813485324999963,2.619843069999998,45.0108144275,3.9304129225867093,31.069052935
2015,Lower-middle,Eastern Africa,33.99324583749998,3.7932507399999973,36.68810939749998,1.6825395259074858,23.8428544975
2015,Lower-middle,Middle Africa,28.596881229999997,2.2160803799999997,40.770404179999964,2.1237347523371333,26.292899449999965
2015,Lower-middle,Northern Africa,40.6235389725,3.6651981025,48.79954433499995,4.42129188776015,2.4904267425
2015,Lower-middle,Southern Africa,43.57463645999998,11.5221612,19.54852180599994,4.661474645137769,23.929933167999955
2015,Lower-middle,Western Africa,28.001313959999944,2.747207095714284,47.08771841999995,5.9751415933881376,16.188619001428556
2015,Upper-middle,Eastern Africa,73.5321807899999,,26.0724754299999,,0.352100549999999
2015,Upper-middle,Middle Africa,44.5811405149999,6.73725574999995,47.026079175,0.9081476032733891,0.7473769499999996
2015,Upper-middle,Northern Africa,68.884967805,0.739311699999999,30.455450059999997,0.537971079349517,0.02094159999999995
2015,Upper-middle,Southern Africa,55.13782691749995,21.891976592499972,16.555021999999997,2.161750018596645,4.2534244649999975
2016,Low,Eastern Africa,22.500674068749976,1.75536630285714,35.24866080249995,5.0374751431601315,36.30692887499999
2016,Low,Middle Africa,14.1931157099999,2.119250384999995,55.177812575,0.7633880674839015,27.746433255
2016,Low,Northern Africa,22.69012833,0.93964905,71.1858901999999,3.22271513938903,1.96161722999999
2016,Low,Southern Africa,24.30706882499995,1.97427039,11.47702550499995,5.813258171081535,56.428377149999946
2016,Low,Western Africa,22.26357364749996,1.9996176049999987,46.82504582374996,2.5691190212964963,26.34264385749995
2016,Lower-middle,Eastern Africa,36.06305027,3.7436455174999996,35.334612844999995,1.7958880960941292,23.0628032675
