year,income,Subregion,avg_gross_fixed_capital_pct_gdp,avg_foreign_transfers_pct_gdp
2012,Lower-middle,Eastern Africa,0.564199750317641,0.7900190771227339
2012,Lower-middle,Central Africa,0.22877564122686567,0.5915821201863282
2012,Lower-middle,Northern Africa,0.209864449238774,0.014194001642774082
2012,Lower-middle,Southern Africa,,1.0087704438886622
2012,Lower-middle,Western Africa,0.17123618072099864,0.12889269219672225
2012,Upper-middle,Eastern Africa,,0.0520837190577863
2012,Upper-middle,Central Africa,0.724354028583393,0.02360338038398198
2012,Upper-middle,Northern Africa,,0.00212906717101451
2012,Upper-middle,Southern Africa,0.356928146756625,0.3126197803509806
2013,Low,Eastern Africa,0.4007208223482988,1.0458845805836368
2013,Low,Central Africa,,0.69051067889372
2013,Low,Northern Africa,0.151282196175448,0.322851793833339
2013,Low,Southern Africa,0.220969378429174,2.359790733648
2013,Low,Western Africa,0.24406533549185988,1.0507062191825176
2013,Lower-middle,Eastern Africa,0.21598777921506,0.6482172703833808
2013,Lower-middle,Central Africa,0.3111096963606441,0.4565403516407947
2013,Lower-middle,Northern Africa,0.17097125701215235,0.005520585379590376
2013,Lower-middle,Southern Africa,,1.2934644157681787
2013,Lower-middle,Western Africa,0.16853659141040103,0.20920912392624785
2013,Upper-middle,Eastern Africa,,0.131876365906962
2013,Upper-middle,Central Africa,0.997963372125156,0.008449132097701754
2013,Upper-middle,Northern Africa,,0.0015914707276445301
2013,Upper-middle,Southern Africa,0.176804432103915,0.34721694208997944
2014,Low,Eastern Africa,0.22265807277530078,1.1008279625435349
2014,Low,Central Africa,,0.725066664087183
2014,Low,Northern Africa,,0.193328795098706
2014,Low,Southern Africa,0.100374790016594,2.222144777736
2014,Low,Western Africa,0.3089445875192033,1.721191311274117
2014,Lower-middle,Eastern Africa,0.22245746517514206,0.5221955075138731
2014,Lower-middle,Central Africa,1.7249637205488846,0.11512631414808701
2014,Lower-middle,Northern Africa,0.33805606003244537,0.012307133590933057
2014,Lower-middle,Southern Africa,,1.067894833118423
2014,Lower-middle,Western Africa,0.26952447435188176,0.14595938034503722
2014,Upper-middle,Eastern Africa,,0.0207485300768882
2014,Upper-middle,Central Africa,0.631514548327302,0.01470580864520727
2014,Upper-middle,Northern Africa,,0.004010206255575615
2014,Upper-middle,Southern Africa,0.17867508172195076,0.14818577440610933
2015,Low,Eastern Africa,0.14479572933430152,1.0341512945982143
2015,Low,Central Africa,,0.879263808239231
2015,Low,Northern Africa,0.0152655391220714,0.101706344018279
2015,Low,Southern Africa,0.147031214820767,2.239050198166095
2015,Low,Western Africa,0.20797138036309887,1.3878403246613573
2015,Lower-middle,Eastern Africa,0.0423408698038,0.37466919035094104
2015,Lower-middle,Central Africa,0.2411045285482415,0.08043660121954989
2015,Lower-middle,Northern Africa,0.2571845783623937,0.015568495106890599
2015,Lower-middle,Southern Africa,,1.033178707188161
2015,Lower-middle,Western Africa,0.22887516830223162,0.21112113656952874
2015,Upper-middle,Eastern Africa,,0.0149441560484505
2015,Upper-middle,Central Africa,0.464543856566485,0.01666240148239475
2015,Upper-middle,Northern Africa,,0.0007057718889860089
2015,Upper-middle,Southern Africa,0.21097946250506264,0.17925331434744968
2016,Low,Eastern Africa,0.23203860234977067,0.8920660924584523
2016,Low,Central Africa,0.0168735994067586,0.6653234922923525
2016,Low,Northern Africa,,0.100678538400326
2016,Low,Southern Africa,0.226838076152552,2.6862949337754047
2016,Low,Western Africa,0.20942314577750243,0.9582691777543504
2016,Lower-middle,Eastern Africa,0.037069013981464546,0.45062807677877903
2016,Lower-middle,Central Africa,0.312782395414122,0.19371929218152542
2016,Lower-middle,Northern Africa,2.44008916075982,0.006976253235014362
2016,Lower-middle,Southern Africa,,1.1569506490617139
2016,Lower-middle,Western Africa,0.25755706271143064,0.18250843029325248
2016,Upper-middle,Eastern Africa,,0.0383553187975683
2016,Upper-middle,Central Africa,0.100920162673461,0.022459311196699652
2016,Upper-middle,Northern Africa,,0.001048025569459478
2016,Upper-middle,Southern Africa,0.21381892715061557,0.20580293429547797
2017,Low,Eastern Africa,0.4106562827656688,2.42774583919185
2017,Low,Central Africa,0.0322579493502996,1.1534658629104029
2017,Low,Northern Africa,,0.297611042413192
2017,Low,Southern Africa,0.363442135692635,3.094677416911345
2017,Low,Western Africa,0.2657423129859618,0.8898374256569198
2017,Lower-middle,Eastern Africa,0.0477946992382531,0.52810178964669
2017,Lower-middle,Central Africa,0.349170410239244,0.15560077451375828
2017,Lower-middle,Northern Africa,0.326096547837769,0.013092616929775298
2017,Lower-middle,Southern Africa,0.3146211850396513,1.2634359770917276
2017,Lower-middle,Western Africa,0.16568766957673406,0.16768081931613793
2017,Upper-middle,Eastern Africa,,0.0241586753553466
2017,Upper-middle,Central Africa,0.0692300814536234,0.01970609354637555
2017,Upper-middle,Northern Africa,,0.0011184923309549748
2017,Upper-middle,Southern Africa,0.137767454361614,0.24527402705233103
2018,Low,Eastern Africa,0.12726185591250375,1.5054466808980065
2018,Low,Central Africa,0.201298224833174,2.488816894731001
2018,Low,Northern Africa,0.172254625497525,0.285813933722962
2018,Low,Southern Africa,0.418716309834244,2.9346699848031603
2018,Low,Western Africa,0.2750759871933895,0.8381544461736464
2018,Lower-middle,Eastern Africa,0.0446531774868856,0.50529690712048
2018,Lower-middle,Central Africa,0.059520118968687696,0.2828892312524565
2018,Lower-middle,Northern Africa,0.11854116411508445,0.002701622591251597
2018,Lower-middle,Southern Africa,0.6231539681406825,1.2912767225111814
2018,Lower-middle,Western Africa,0.29071249733175847,0.1425548008703716
2018,Upper-middle,Eastern Africa,,0.0181894595922971
2018,Upper-middle,Central Africa,0.147340352745754,0.0317723192754957
2018,Upper-middle,Northern Africa,,0.004203687553040095
2018,Upper-middle,Southern Africa,0.248644331984458,0.149946683799489
2019,Low,Eastern Africa,0.11331779472838922,1.4092835989304482
2019,Low,Central Africa,,0.9770744680750976
2019,Low,Northern Africa,,0.187190606791711
2019,Low,Southern Africa,0.32522878888199,2.39226194347102
2019,Low,Western Africa,0.26700206795780396,0.6175363792561249
2019,Lower-middle,Eastern Africa,0.7672160307836535,0.45130215259747086
2019,Lower-middle,Central Africa,0.038317948698666664,0.3115009477805076
2019,Lower-middle,Northern Africa,0.1645773148979025,0.00326063050633549
2019,Lower-middle,Southern Africa,0.315537385671903,3.0952070490814902
2019,Lower-middle,Western Africa,0.27596767131177674,0.1758742983507042
2019,Upper-middle,Eastern Africa,,0.0
2019,Upper-middle,Central Africa,0.0711786197419818,0.0210084142425095
2019,Upper-middle,Northern Africa,,0.005498077322242857
2019,Upper-middle,Southern Africa,0.22273171305316203,0.16204986654057274
